# Created by auto-kappa
# 3ph scattering  : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.self_isotope
# Temperature [K] : 50.00 to 1000.00
# Grain size [nm] : 3.16 to 100000.00
temperature[K],grain_size[nm],kave[W/mK],kxx[W/mK],kxy[W/mK],kxz[W/mK],kyx[W/mK],kyy[W/mK],kyz[W/mK],kzx[W/mK],kzy[W/mK],kzz[W/mK]
4.0000000e+02,4.8269574e+00,8.4214936e-01,8.4213555e-01,-1.9912892e-04,-1.4676234e-04,-1.9912892e-04,8.4209715e-01,-1.5074812e-04,-1.4676234e-04,-1.5074812e-04,8.4221537e-01
4.0000000e+02,5.9636233e+00,9.4397031e-01,9.4395474e-01,-2.2091343e-04,-1.6421239e-04,-2.2091343e-04,9.4391582e-01,-1.6720127e-04,-1.6421239e-04,-1.6720127e-04,9.4404038e-01
4.0000000e+02,7.3679546e+00,1.0494195e+00,1.0494021e+00,-2.4307416e-04,-1.8214385e-04,-2.4307416e-04,1.0493630e+00,-1.8394363e-04,-1.8214385e-04,-1.8394363e-04,1.0494935e+00
4.0000000e+02,9.1029818e+00,1.1571506e+00,1.1571313e+00,-2.6528980e-04,-2.0028872e-04,-2.6528980e-04,1.1570922e+00,-2.0074719e-04,-2.0028872e-04,-2.0074719e-04,1.1572284e+00
4.0000000e+02,1.1246578e+01,1.2657498e+00,1.2657285e+00,-2.8722872e-04,-2.1836340e-04,-2.8722872e-04,1.2656897e+00,-2.1737713e-04,-2.1836340e-04,-2.1737713e-04,1.2658311e+00
4.0000000e+02,1.3894955e+01,1.3738165e+00,1.3737934e+00,-3.0856430e-04,-2.3608234e-04,-3.0856430e-04,1.3737549e+00,-2.3360022e-04,-2.3608234e-04,-2.3360022e-04,1.3739013e+00
4.0000000e+02,1.7166979e+01,1.4800458e+00,1.4800208e+00,-3.2899176e-04,-2.5317283e-04,-3.2899176e-04,1.4799829e+00,-2.4919455e-04,-2.5317283e-04,-2.4919455e-04,1.4801338e+00
4.0000000e+02,2.1209509e+01,1.5833026e+00,1.5832759e+00,-3.4824459e-04,-2.6939015e-04,-3.4824459e-04,1.5832384e+00,-2.6396023e-04,-2.6939015e-04,-2.6396023e-04,1.5833934e+00
4.0000000e+02,2.6203985e+01,1.6826792e+00,1.6826509e+00,-3.6610892e-04,-2.8453113e-04,-3.6610892e-04,1.6826140e+00,-2.7773003e-04,-2.8453113e-04,-2.7773003e-04,1.6827727e+00
4.0000000e+02,3.2374575e+01,1.7775294e+00,1.7774997e+00,-3.8243339e-04,-2.9844431e-04,-3.8243339e-04,1.7774633e+00,-2.9037822e-04,-2.9844431e-04,-2.9037822e-04,1.7776253e+00
4.0000000e+02,3.9998234e+01,1.8674744e+00,1.8674434e+00,-3.9713322e-04,-3.1103529e-04,-3.9713322e-04,1.8674076e+00,-3.0182593e-04,-3.1103529e-04,-3.0182593e-04,1.8675723e+00
4.0000000e+02,4.9417134e+01,1.9523824e+00,1.9523502e+00,-4.1018807e-04,-3.2226639e-04,-4.1018807e-04,1.9523149e+00,-3.1204206e-04,-3.2226639e-04,-3.1204206e-04,1.9524821e+00
4.0000000e+02,6.1054023e+01,2.0323255e+00,2.0322923e+00,-4.2163435e-04,-3.3215134e-04,-4.2163435e-04,2.0322574e+00,-3.2103965e-04,-3.3215134e-04,-3.2103965e-04,2.0324268e+00
4.0000000e+02,7.5431201e+01,2.1075221e+00,2.1074881e+00,-4.3155399e-04,-3.4074616e-04,-4.3155399e-04,2.1074535e+00,-3.2886877e-04,-3.4074616e-04,-3.2886877e-04,2.1076247e+00
4.0000000e+02,9.3193958e+01,2.1782725e+00,2.1782377e+00,-4.4006150e-04,-3.4813819e-04,-4.4006150e-04,2.1782035e+00,-3.3560735e-04,-3.4813819e-04,-3.3560735e-04,2.1783762e+00
4.0000000e+02,1.1513954e+02,2.2448964e+00,2.2448610e+00,-4.4729123e-04,-3.5443495e-04,-4.4729123e-04,2.2448271e+00,-3.4135162e-04,-3.5443495e-04,-3.4135162e-04,2.2450011e+00
4.0000000e+02,1.4225293e+02,2.3076803e+00,2.3076445e+00,-4.5338627e-04,-3.5975405e-04,-4.5338627e-04,2.3076107e+00,-3.4620723e-04,-3.5975405e-04,-3.4620723e-04,2.3077858e+00
4.0000000e+02,1.7575106e+02,2.3668392e+00,2.3668029e+00,-4.5848958e-04,-3.6421512e-04,-4.5848958e-04,2.3667694e+00,-3.5028196e-04,-3.6421512e-04,-3.5028196e-04,2.3669453e+00
4.0000000e+02,2.1713743e+02,2.4224965e+00,2.4224598e+00,-4.6273769e-04,-3.6793376e-04,-4.6273769e-04,2.4224265e+00,-3.5368030e-04,-3.6793376e-04,-3.5368030e-04,2.4226031e+00
4.0000000e+02,2.6826958e+02,2.4746840e+00,2.4746470e+00,-4.6625656e-04,-3.7101756e-04,-4.6625656e-04,2.4746138e+00,-3.5649972e-04,-3.7101756e-04,-3.5649972e-04,2.4747911e+00
4.0000000e+02,3.3144247e+02,2.5233585e+00,2.5233213e+00,-4.6915938e-04,-3.7356389e-04,-4.6915938e-04,2.5232882e+00,-3.5882861e-04,-3.7356389e-04,-3.5882861e-04,2.5234660e+00
4.0000000e+02,4.0949151e+02,2.5684317e+00,2.5683944e+00,-4.7154582e-04,-3.7565886e-04,-4.7154582e-04,2.5683613e+00,-3.6074529e-04,-3.7565886e-04,-3.6074529e-04,2.5685395e+00
4.0000000e+02,5.0591975e+02,2.6098057e+00,2.6097682e+00,-4.7350216e-04,-3.7737736e-04,-4.7350216e-04,2.6097352e+00,-3.6231794e-04,-3.7737736e-04,-3.6231794e-04,2.6099137e+00
4.0000000e+02,6.2505519e+02,2.6474077e+00,2.6473700e+00,-4.7510218e-04,-3.7878358e-04,-4.7510218e-04,2.6473372e+00,-3.6360509e-04,-3.7878358e-04,-3.6360509e-04,2.6475159e+00
4.0000000e+02,7.7224499e+02,2.6812179e+00,2.6811801e+00,-4.7640826e-04,-3.7993194e-04,-4.7640826e-04,2.6811473e+00,-3.6465641e-04,-3.7993194e-04,-3.6465641e-04,2.6813262e+00
4.0000000e+02,9.5409548e+02,2.7112858e+00,2.7112479e+00,-4.7747272e-04,-3.8086819e-04,-4.7747272e-04,2.7112151e+00,-3.6551365e-04,-3.8086819e-04,-3.6551365e-04,2.7113943e+00
4.0000000e+02,1.1787686e+03,2.7377354e+00,2.7376975e+00,-4.7833914e-04,-3.8163045e-04,-4.7833914e-04,2.7376647e+00,-3.6621169e-04,-3.8163045e-04,-3.6621169e-04,2.7378440e+00
4.0000000e+02,1.4563485e+03,2.7607590e+00,2.7607210e+00,-4.7904362e-04,-3.8225039e-04,-4.7904362e-04,2.7606883e+00,-3.6677944e-04,-3.8225039e-04,-3.6677944e-04,2.7608677e+00
4.0000000e+02,1.7992936e+03,2.7806039e+00,2.7805659e+00,-4.7961594e-04,-3.8275412e-04,-4.7961594e-04,2.7805332e+00,-3.6724081e-04,-3.8275412e-04,-3.6724081e-04,2.7807127e+00
4.0000000e+02,2.2229965e+03,2.7975553e+00,2.7975172e+00,-4.8008056e-04,-3.8316313e-04,-4.8008056e-04,2.7974845e+00,-3.6761544e-04,-3.8316313e-04,-3.6761544e-04,2.7976641e+00
4.0000000e+02,2.7464741e+03,2.8119177e+00,2.8118796e+00,-4.8045755e-04,-3.8349502e-04,-4.8045755e-04,2.8118470e+00,-3.6791946e-04,-3.8349502e-04,-3.6791946e-04,2.8120266e+00
4.0000000e+02,3.3932218e+03,2.8239995e+00,2.8239614e+00,-4.8076329e-04,-3.8376422e-04,-4.8076329e-04,2.8239288e+00,-3.6816605e-04,-3.8376422e-04,-3.6816605e-04,2.8241084e+00
4.0000000e+02,4.1922674e+03,2.8340993e+00,2.8340612e+00,-4.8101115e-04,-3.8398247e-04,-4.8101115e-04,2.8340285e+00,-3.6836599e-04,-3.8398247e-04,-3.6836599e-04,2.8342082e+00
4.0000000e+02,5.1794747e+03,2.8424967e+00,2.8424586e+00,-4.8121202e-04,-3.8415936e-04,-4.8121202e-04,2.8424259e+00,-3.6852804e-04,-3.8415936e-04,-3.6852804e-04,2.8426057e+00
4.0000000e+02,6.3991523e+03,2.8494467e+00,2.8494085e+00,-4.8137478e-04,-3.8430270e-04,-4.8137478e-04,2.8493759e+00,-3.6865935e-04,-3.8430270e-04,-3.6865935e-04,2.8495556e+00
4.0000000e+02,7.9060432e+03,2.8551763e+00,2.8551381e+00,-4.8150663e-04,-3.8441882e-04,-4.8150663e-04,2.8551055e+00,-3.6876573e-04,-3.8441882e-04,-3.6876573e-04,2.8552853e+00
4.0000000e+02,9.7677811e+03,2.8598845e+00,2.8598463e+00,-4.8161343e-04,-3.8451287e-04,-4.8161343e-04,2.8598136e+00,-3.6885190e-04,-3.8451287e-04,-3.6885190e-04,2.8599935e+00
4.0000000e+02,1.2067926e+04,2.8637428e+00,2.8637046e+00,-4.8169991e-04,-3.8458904e-04,-4.8169991e-04,2.8636720e+00,-3.6892169e-04,-3.8458904e-04,-3.6892169e-04,2.8638518e+00
4.0000000e+02,1.4909717e+04,2.8668976e+00,2.8668594e+00,-4.8176995e-04,-3.8465073e-04,-4.8176995e-04,2.8668267e+00,-3.6897820e-04,-3.8465073e-04,-3.6897820e-04,2.8670066e+00
4.0000000e+02,1.8420700e+04,2.8694723e+00,2.8694341e+00,-4.8182665e-04,-3.8470067e-04,-4.8182665e-04,2.8694015e+00,-3.6902396e-04,-3.8470067e-04,-3.6902396e-04,2.8695813e+00
4.0000000e+02,2.2758459e+04,2.8715704e+00,2.8715322e+00,-4.8187256e-04,-3.8474111e-04,-4.8187256e-04,2.8714995e+00,-3.6906101e-04,-3.8474111e-04,-3.6906101e-04,2.8716794e+00
4.0000000e+02,2.8117687e+04,2.8732779e+00,2.8732397e+00,-4.8190973e-04,-3.8477385e-04,-4.8190973e-04,2.8732071e+00,-3.6909101e-04,-3.8477385e-04,-3.6909101e-04,2.8733870e+00
4.0000000e+02,3.4738921e+04,2.8746662e+00,2.8746280e+00,-4.8193983e-04,-3.8480035e-04,-4.8193983e-04,2.8745954e+00,-3.6911529e-04,-3.8480035e-04,-3.6911529e-04,2.8747753e+00
4.0000000e+02,4.2919343e+04,2.8757940e+00,2.8757558e+00,-4.8196418e-04,-3.8482181e-04,-4.8196418e-04,2.8757231e+00,-3.6913495e-04,-3.8482181e-04,-3.6913495e-04,2.8759030e+00
4.0000000e+02,5.3026113e+04,2.8767095e+00,2.8766713e+00,-4.8198390e-04,-3.8483918e-04,-4.8198390e-04,2.8766387e+00,-3.6915086e-04,-3.8483918e-04,-3.6915086e-04,2.8768185e+00
4.0000000e+02,6.5512856e+04,2.8774523e+00,2.8774141e+00,-4.8199987e-04,-3.8485324e-04,-4.8199987e-04,2.8773815e+00,-3.6916374e-04,-3.8485324e-04,-3.6916374e-04,2.8775613e+00
4.0000000e+02,8.0940012e+04,2.8780547e+00,2.8780164e+00,-4.8201279e-04,-3.8486462e-04,-4.8201279e-04,2.8779838e+00,-3.6917417e-04,-3.8486462e-04,-3.6917417e-04,2.8781637e+00
4.0000000e+02,1.0000000e+05,2.8785430e+00,2.8785048e+00,-4.8202325e-04,-3.8487383e-04,-4.8202325e-04,2.8784722e+00,-3.6918261e-04,-3.8487383e-04,-3.6918261e-04,2.8786521e+00
4.5000000e+02,3.1622777e+00,6.2768498e-01,6.2767471e-01,-1.5090017e-04,-1.0977097e-04,-1.5090017e-04,6.2764142e-01,-1.1428189e-04,-1.0977097e-04,-1.1428189e-04,6.2773881e-01
4.5000000e+02,3.9069399e+00,7.1189543e-01,7.1188373e-01,-1.6941871e-04,-1.2436789e-04,-1.6941871e-04,7.1184952e-01,-1.2827543e-04,-1.2436789e-04,-1.2827543e-04,7.1195304e-01
4.5000000e+02,4.8269574e+00,8.0082680e-01,8.0081356e-01,-1.8864932e-04,-1.3969541e-04,-1.8864932e-04,8.0077875e-01,-1.4279648e-04,-1.3969541e-04,-1.4279648e-04,8.0088810e-01
4.5000000e+02,5.9636233e+00,8.9347403e-01,8.9345916e-01,-2.0833844e-04,-1.5555168e-04,-2.0833844e-04,8.9342402e-01,-1.5766119e-04,-1.5555168e-04,-1.5766119e-04,8.9353892e-01
4.5000000e+02,7.3679546e+00,9.8868439e-01,9.8866783e-01,-2.2820664e-04,-1.7170646e-04,-2.2820664e-04,9.8863262e-01,-1.7267018e-04,-1.7170646e-04,-1.7267018e-04,9.8875274e-01
4.5000000e+02,9.1029818e+00,1.0852158e+00,1.0851976e+00,-2.4795963e-04,-1.8791076e-04,-2.4795963e-04,1.0851625e+00,-1.8761501e-04,-1.8791076e-04,-1.8761501e-04,1.0852875e+00
4.5000000e+02,1.1246578e+01,1.1818060e+00,1.1817860e+00,-2.6730124e-04,-2.0390827e-04,-2.6730124e-04,1.1817512e+00,-2.0228538e-04,-2.0390827e-04,-2.0228538e-04,1.1818808e+00
4.5000000e+02,1.3894955e+01,1.2772458e+00,1.2772241e+00,-2.8594807e-04,-2.1944832e-04,-2.8594807e-04,1.2771897e+00,-2.1647732e-04,-2.1944832e-04,-2.1647732e-04,1.2773235e+00
4.5000000e+02,1.7166979e+01,1.3704495e+00,1.3704262e+00,-3.0364466e-04,-2.3429948e-04,-3.0364466e-04,1.3703923e+00,-2.3000248e-04,-2.3429948e-04,-2.3000248e-04,1.3705299e+00
4.5000000e+02,2.1209509e+01,1.4605138e+00,1.4604890e+00,-3.2017740e-04,-2.4826252e-04,-3.2017740e-04,1.4604556e+00,-2.4269781e-04,-2.4826252e-04,-2.4269781e-04,1.4605968e+00
4.5000000e+02,2.6203985e+01,1.5467581e+00,1.5467319e+00,-3.3538545e-04,-2.6118108e-04,-3.3538545e-04,1.5466990e+00,-2.5443434e-04,-2.6118108e-04,-2.5443434e-04,1.5468433e+00
4.5000000e+02,3.2374575e+01,1.6287404e+00,1.6287130e+00,-3.4916670e-04,-2.7294838e-04,-3.4916670e-04,1.6286806e+00,-2.6512341e-04,-2.7294838e-04,-2.6512341e-04,1.6288276e+00
4.5000000e+02,3.9998234e+01,1.7062500e+00,1.7062216e+00,-3.6147828e-04,-2.8350912e-04,-3.6147828e-04,1.7061896e+00,-2.7471921e-04,-2.8350912e-04,-2.7471921e-04,1.7063390e+00
4.5000000e+02,4.9417134e+01,1.7792769e+00,1.7792475e+00,-3.7233166e-04,-2.9285653e-04,-3.7233166e-04,1.7792159e+00,-2.8321716e-04,-2.9285653e-04,-2.8321716e-04,1.7793673e+00
4.5000000e+02,6.1054023e+01,1.8479651e+00,1.8479348e+00,-3.8178374e-04,-3.0102548e-04,-3.8178374e-04,1.8479036e+00,-2.9064881e-04,-3.0102548e-04,-2.9064881e-04,1.8480568e+00
4.5000000e+02,7.5431201e+01,1.9125572e+00,1.9125263e+00,-3.8992569e-04,-3.0808321e-04,-3.8992569e-04,1.9124954e+00,-2.9707419e-04,-3.0808321e-04,-2.9707419e-04,1.9126500e+00
4.5000000e+02,9.3193958e+01,1.9733374e+00,1.9733059e+00,-3.9687127e-04,-3.1411918e-04,-3.9687127e-04,1.9732752e+00,-3.0257329e-04,-3.1411918e-04,-3.0257329e-04,1.9734312e+00
4.5000000e+02,1.1513954e+02,2.0305796e+00,2.0305475e+00,-4.0274616e-04,-3.1923562e-04,-4.0274616e-04,2.0305171e+00,-3.0723775e-04,-3.1923562e-04,-3.0723775e-04,2.0306741e+00
4.5000000e+02,1.4225293e+02,2.0845073e+00,2.0844749e+00,-4.0767911e-04,-3.2353942e-04,-4.0767911e-04,2.0844446e+00,-3.1116374e-04,-3.2353942e-04,-3.1116374e-04,2.0846025e+00
4.5000000e+02,1.7575106e+02,2.1352690e+00,2.1352362e+00,-4.1179527e-04,-3.2713597e-04,-4.1179527e-04,2.1352062e+00,-3.1444630e-04,-3.2713597e-04,-3.1444630e-04,2.1353647e+00
4.5000000e+02,2.1713743e+02,2.1829299e+00,2.1828968e+00,-4.1521175e-04,-3.3012483e-04,-4.1521175e-04,2.1828669e+00,-3.1717548e-04,-3.3012483e-04,-3.1717548e-04,2.1830261e+00
4.5000000e+02,2.6826958e+02,2.2274808e+00,2.2274474e+00,-4.1803486e-04,-3.3259712e-04,-4.1803486e-04,2.2274176e+00,-3.1943385e-04,-3.3259712e-04,-3.1943385e-04,2.2275772e+00
4.5000000e+02,3.3144247e+02,2.2688598e+00,2.2688263e+00,-4.2035903e-04,-3.3463416e-04,-4.2035903e-04,2.2687965e+00,-3.2129526e-04,-3.3463416e-04,-3.2129526e-04,2.2689566e+00
4.5000000e+02,4.0949151e+02,2.3069828e+00,2.3069491e+00,-4.2226654e-04,-3.3630717e-04,-4.2226654e-04,2.3069194e+00,-3.2282444e-04,-3.3630717e-04,-3.2282444e-04,2.3070798e+00
4.5000000e+02,5.0591975e+02,2.3417750e+00,2.3417412e+00,-4.2382811e-04,-3.3767753e-04,-4.2382811e-04,2.3417115e+00,-3.2407727e-04,-3.3767753e-04,-3.2407727e-04,2.3418722e+00
4.5000000e+02,6.2505519e+02,2.3731986e+00,2.3731647e+00,-4.2510381e-04,-3.3879753e-04,-4.2510381e-04,2.3731351e+00,-3.2510142e-04,-3.3879753e-04,-3.2510142e-04,2.3732960e+00
4.5000000e+02,7.7224499e+02,2.4012722e+00,2.4012382e+00,-4.2614417e-04,-3.3971126e-04,-4.2614417e-04,2.4012087e+00,-3.2593707e-04,-3.3971126e-04,-3.2593707e-04,2.4013697e+00
4.5000000e+02,9.5409548e+02,2.4260792e+00,2.4260451e+00,-4.2699141e-04,-3.4045561e-04,-4.2699141e-04,2.4260156e+00,-3.2661791e-04,-3.4045561e-04,-3.2661791e-04,2.4261768e+00
4.5000000e+02,1.1787686e+03,2.4477665e+00,2.4477324e+00,-4.2768060e-04,-3.4106125e-04,-4.2768060e-04,2.4477029e+00,-3.2717193e-04,-3.4106125e-04,-3.2717193e-04,2.4478642e+00
4.5000000e+02,1.4563485e+03,2.4665353e+00,2.4665011e+00,-4.2824070e-04,-3.4155354e-04,-4.2824070e-04,2.4664717e+00,-3.2762230e-04,-3.4155354e-04,-3.2762230e-04,2.4666331e+00
4.5000000e+02,1.7992936e+03,2.4826267e+00,2.4825925e+00,-4.2869553e-04,-3.4195337e-04,-4.2869553e-04,2.4825631e+00,-3.2798811e-04,-3.4195337e-04,-3.2798811e-04,2.4827245e+00
4.5000000e+02,2.2229965e+03,2.4963057e+00,2.4962715e+00,-4.2906465e-04,-3.4227790e-04,-4.2906465e-04,2.4962421e+00,-3.2828504e-04,-3.4227790e-04,-3.2828504e-04,2.4964036e+00
4.5000000e+02,2.7464741e+03,2.5078462e+00,2.5078120e+00,-4.2936406e-04,-3.4254117e-04,-4.2936406e-04,2.5077826e+00,-3.2852594e-04,-3.4254117e-04,-3.2852594e-04,2.5079441e+00
4.5000000e+02,3.3932218e+03,2.5175180e+00,2.5174837e+00,-4.2960683e-04,-3.4275466e-04,-4.2960683e-04,2.5174543e+00,-3.2872128e-04,-3.4275466e-04,-3.2872128e-04,2.5176159e+00
4.5000000e+02,4.1922674e+03,2.5255771e+00,2.5255428e+00,-4.2980361e-04,-3.4292771e-04,-4.2980361e-04,2.5255135e+00,-3.2887964e-04,-3.4292771e-04,-3.2887964e-04,2.5256751e+00
4.5000000e+02,5.1794747e+03,2.5322595e+00,2.5322252e+00,-4.2996306e-04,-3.4306795e-04,-4.2996306e-04,2.5321958e+00,-3.2900797e-04,-3.4306795e-04,-3.2900797e-04,2.5323574e+00
4.5000000e+02,6.3991523e+03,2.5377771e+00,2.5377428e+00,-4.3009225e-04,-3.4318157e-04,-4.3009225e-04,2.5377134e+00,-3.2911194e-04,-3.4318157e-04,-3.2911194e-04,2.5378751e+00
4.5000000e+02,7.9060432e+03,2.5423170e+00,2.5422827e+00,-4.3019689e-04,-3.4327360e-04,-4.3019689e-04,2.5422533e+00,-3.2919617e-04,-3.4327360e-04,-3.2919617e-04,2.5424150e+00
4.5000000e+02,9.7677811e+03,2.5460415e+00,2.5460072e+00,-4.3028163e-04,-3.4334815e-04,-4.3028163e-04,2.5459778e+00,-3.2926438e-04,-3.4334815e-04,-3.2926438e-04,2.5461395e+00
4.5000000e+02,1.2067926e+04,2.5490896e+00,2.5490553e+00,-4.3035026e-04,-3.4340851e-04,-4.3035026e-04,2.5490259e+00,-3.2931963e-04,-3.4340851e-04,-3.2931963e-04,2.5491876e+00
4.5000000e+02,1.4909717e+04,2.5515791e+00,2.5515448e+00,-4.3040583e-04,-3.4345739e-04,-4.3040583e-04,2.5515154e+00,-3.2936436e-04,-3.4345739e-04,-3.2936436e-04,2.5516771e+00
4.5000000e+02,1.8420700e+04,2.5536090e+00,2.5535747e+00,-4.3045082e-04,-3.4349697e-04,-4.3045082e-04,2.5535453e+00,-3.2940058e-04,-3.4349697e-04,-3.2940058e-04,2.5537070e+00
4.5000000e+02,2.2758459e+04,2.5552619e+00,2.5552275e+00,-4.3048725e-04,-3.4352901e-04,-4.3048725e-04,2.5551982e+00,-3.2942990e-04,-3.4352901e-04,-3.2942990e-04,2.5553599e+00
4.5000000e+02,2.8117687e+04,2.5566063e+00,2.5565719e+00,-4.3051674e-04,-3.4355495e-04,-4.3051674e-04,2.5565426e+00,-3.2945364e-04,-3.4355495e-04,-3.2945364e-04,2.5567043e+00
4.5000000e+02,3.4738921e+04,2.5576987e+00,2.5576644e+00,-4.3054061e-04,-3.4357595e-04,-4.3054061e-04,2.5576350e+00,-3.2947286e-04,-3.4357595e-04,-3.2947286e-04,2.5577968e+00
4.5000000e+02,4.2919343e+04,2.5585858e+00,2.5585515e+00,-4.3055994e-04,-3.4359295e-04,-4.3055994e-04,2.5585221e+00,-3.2948842e-04,-3.4359295e-04,-3.2948842e-04,2.5586839e+00
4.5000000e+02,5.3026113e+04,2.5593057e+00,2.5592714e+00,-4.3057558e-04,-3.4360671e-04,-4.3057558e-04,2.5592420e+00,-3.2950102e-04,-3.4360671e-04,-3.2950102e-04,2.5594038e+00
4.5000000e+02,6.5512856e+04,2.5598897e+00,2.5598553e+00,-4.3058825e-04,-3.4361785e-04,-4.3058825e-04,2.5598260e+00,-3.2951121e-04,-3.4361785e-04,-3.2951121e-04,2.5599877e+00
4.5000000e+02,8.0940012e+04,2.5603631e+00,2.5603288e+00,-4.3059850e-04,-3.4362687e-04,-4.3059850e-04,2.5602994e+00,-3.2951946e-04,-3.4362687e-04,-3.2951946e-04,2.5604612e+00
4.5000000e+02,1.0000000e+05,2.5607468e+00,2.5607125e+00,-4.3060680e-04,-3.4363417e-04,-4.3060680e-04,2.5606831e+00,-3.2952614e-04,-3.4363417e-04,-3.2952614e-04,2.5608449e+00
5.0000000e+02,3.1622777e+00,6.0342959e-01,6.0341966e-01,-1.4453284e-04,-1.0561209e-04,-1.4453284e-04,6.0338901e-01,-1.0944928e-04,-1.0561209e-04,-1.0944928e-04,6.0348009e-01
5.0000000e+02,3.9069399e+00,6.8158282e-01,6.8157155e-01,-1.6161281e-04,-1.1914770e-04,-1.6161281e-04,6.8154020e-01,-1.2234730e-04,-1.1914770e-04,-1.2234730e-04,6.8163672e-01
5.0000000e+02,4.8269574e+00,7.6355445e-01,7.6354173e-01,-1.7922666e-04,-1.3325629e-04,-1.7922666e-04,7.6350996e-01,-1.3564066e-04,-1.3325629e-04,-1.3564066e-04,7.6361165e-01
5.0000000e+02,5.9636233e+00,8.4836559e-01,8.4835137e-01,-1.9713239e-04,-1.4774156e-04,-1.9713239e-04,8.4831942e-01,-1.4915523e-04,-1.4774156e-04,-1.4915523e-04,8.4842599e-01
5.0000000e+02,7.3679546e+00,9.3492916e-01,9.3491337e-01,-2.1506923e-04,-1.6238564e-04,-2.1506923e-04,9.3488146e-01,-1.6270572e-04,-1.6238564e-04,-1.6270572e-04,9.3499264e-01
5.0000000e+02,9.1029818e+00,1.0221077e+00,1.0220904e+00,-2.3276848e-04,-1.7695863e-04,-2.3276848e-04,1.0220586e+00,-1.7610183e-04,-1.7695863e-04,-1.7610183e-04,1.0221741e+00
5.0000000e+02,1.1246578e+01,1.1087785e+00,1.1087596e+00,-2.4996617e-04,-1.9122975e-04,-2.4996617e-04,1.1087282e+00,-1.8915529e-04,-1.9122975e-04,-1.8915529e-04,1.1088477e+00
5.0000000e+02,1.3894955e+01,1.1938992e+00,1.1938788e+00,-2.6641673e-04,-2.0497952e-04,-2.6641673e-04,1.1938478e+00,-2.0168777e-04,-2.0497952e-04,-2.0168777e-04,1.1939710e+00
5.0000000e+02,1.7166979e+01,1.2765670e+00,1.2765452e+00,-2.8190644e-04,-2.1801194e-04,-2.8190644e-04,1.2765146e+00,-2.1353960e-04,-2.1801194e-04,-2.1353960e-04,1.2766411e+00
5.0000000e+02,2.1209509e+01,1.3560640e+00,1.3560409e+00,-2.9626488e-04,-2.3016540e-04,-2.9626488e-04,1.3560108e+00,-2.2457825e-04,-2.3016540e-04,-2.2457825e-04,1.3561403e+00
5.0000000e+02,2.6203985e+01,1.4318832e+00,1.4318589e+00,-3.0937273e-04,-2.4132062e-04,-3.0937273e-04,1.4318292e+00,-2.3470525e-04,-2.4132062e-04,-2.3470525e-04,1.4319614e+00
5.0000000e+02,3.2374575e+01,1.5037322e+00,1.5037068e+00,-3.2116470e-04,-2.5140465e-04,-3.2116470e-04,1.5036776e+00,-2.4386019e-04,-2.5140465e-04,-2.4386019e-04,1.5038121e+00
5.0000000e+02,3.9998234e+01,1.5715155e+00,1.5714892e+00,-3.3162749e-04,-2.6039024e-04,-3.3162749e-04,1.5714603e+00,-2.5202108e-04,-2.6039024e-04,-2.5202108e-04,1.5715969e+00
5.0000000e+02,4.9417134e+01,1.6352992e+00,1.6352722e+00,-3.4079325e-04,-2.6829124e-04,-3.4079325e-04,1.6352436e+00,-2.5920115e-04,-2.6829124e-04,-2.5920115e-04,1.6353819e+00
5.0000000e+02,6.1054023e+01,1.6952643e+00,1.6952365e+00,-3.4873035e-04,-2.7515507e-04,-3.4873035e-04,1.6952083e+00,-2.6544295e-04,-2.7515507e-04,-2.6544295e-04,1.6953480e+00
5.0000000e+02,7.5431201e+01,1.7516543e+00,1.7516259e+00,-3.5553279e-04,-2.8105379e-04,-3.5553279e-04,1.7515980e+00,-2.7081087e-04,-2.8105379e-04,-2.7081087e-04,1.7517390e+00
5.0000000e+02,9.3193958e+01,1.8047265e+00,1.8046976e+00,-3.6130999e-04,-2.8607508e-04,-3.6130999e-04,1.8046699e+00,-2.7538340e-04,-2.8607508e-04,-2.7538340e-04,1.8048119e+00
5.0000000e+02,1.1513954e+02,1.8547093e+00,1.8546801e+00,-3.6617785e-04,-2.9031426e-04,-3.6617785e-04,1.8546525e+00,-2.7924612e-04,-2.9031426e-04,-2.7924612e-04,1.8547954e+00
5.0000000e+02,1.4225293e+02,1.9017733e+00,1.9017436e+00,-3.7025179e-04,-2.9386781e-04,-3.7025179e-04,1.9017163e+00,-2.8248591e-04,-2.9386781e-04,-2.8248591e-04,1.9018599e+00
5.0000000e+02,1.7575106e+02,1.9460156e+00,1.9459857e+00,-3.7364171e-04,-2.9682870e-04,-3.7364171e-04,1.9459584e+00,-2.8518666e-04,-2.9682870e-04,-2.8518666e-04,1.9461026e+00
5.0000000e+02,2.1713743e+02,1.9874613e+00,1.9874312e+00,-3.7644878e-04,-2.9928323e-04,-3.7644878e-04,1.9874040e+00,-2.8742649e-04,-2.9928323e-04,-2.8742649e-04,1.9875487e+00
5.0000000e+02,2.6826958e+02,2.0260773e+00,2.0260470e+00,-3.7876378e-04,-3.0130936e-04,-3.7876378e-04,2.0260199e+00,-2.8927603e-04,-3.0130936e-04,-2.8927603e-04,2.0261650e+00
